player_id,stat_id,name,team,pos,salary,schedule_id,home_moneyline,away_moneyline,home_total,away_total,opp,order,rpos,partner_id
1844802,0,"John Hurst",TBB,WR,4500.00,80294,247,-305,22.75,29.75,PHI,,,130265
1844803,0,"Ke'Shawn Vaughn",TBB,RB,4500.00,80294,247,-305,22.75,29.75,PHI,5B,RB,63078
1844804,0,"Raymond Calais",LAR,RB,4500.00,80291,303,-387,20.25,28.25,NYG,,,72091
1844805,0,"Tyler Johnson",TBB,WR,4900.00,80294,247,-305,22.75,29.75,PHI,9B,WR,68712
1844806,0,"Josh Pearson",TBB,WR,4500.00,80294,247,-305,22.75,29.75,PHI,,,130268
1844807,0,"Reid Sinnett",MIA,QB,12500.00,80285,109,-128,22.75,24.25,JAC,,,130269
1844831,0,"LeVante Bellamy",DEN,RB,4500.00,80288,-199,167,24,20,LVR,,,64962
1844832,0,"KJ Hamler",DEN,WR,4500.00,80288,-199,167,24,20,LVR,,,86192
1844833,0,"Jerry Jeudy",DEN,WR,5000.00,80288,-199,167,24,20,LVR,,,90561
1844834,0,"Tyrie Cleveland",DEN,WR,4500.00,80288,-199,167,24,20,LVR,11B,WR,71372
1844836,0,"Kendall Hinton",DEN,QB,6000.00,80288,-199,167,24,20,LVR,7B,WR,61042
1844837,0,"Albert Okwuegbunam",DEN,TE,4600.00,80288,-199,167,24,20,LVR,,,70859
1844865,0,"Clyde Edwards-Helaire",KCC,RB,6700.00,80287,243,-301,23.75,30.25,WAS,,,85741
1848516,0,"Josh Hammond",JAC,WR,5000.00,80285,109,-128,22.75,24.25,MIA,,,69310
1848517,0,"Ben Ellefson",MIN,TE,4000.00,80289,117,-139,21.25,23.75,CAR,,,130286
1848519,0,"James Robinson",JAC,RB,14500.00,80285,109,-128,22.75,24.25,MIA,2B,RB,130288
1849698,0,"Henry Ruggs",LVR,WR,5500.00,80288,-199,167,24,20,DEN,6B,WR,90537
1849699,0,"Lynn Bowden Jr.",MIA,WR,5000.00,80285,109,-128,22.75,24.25,JAC,,,87122
1849700,0,"Bryan Edwards",LVR,WR,5400.00,80288,-199,167,24,20,DEN,7B,WR,69276
1849725,0,"Justin Herbert",LAC,QB,8000.00,80293,-147,124,26.75,23.75,BAL,1B,QB,69189
1849726,0,"Joshua Kelley",LAC,RB,4600.00,80293,-147,124,26.75,23.75,BAL,3B,RB,91872
1849727,0,"K.J. Hill",LAC,WR,4600.00,80293,-147,124,26.75,23.75,BAL,9B,WR,63319
1849728,0,"Joe Reed",LAC,WR,4500.00,80293,-147,124,26.75,23.75,BAL,,,71821
1849753,0,"Jonathan Ward",ARI,RB,4500.00,80298,-162,137,25.75,22.75,CLE,4B,RB,69068
1849756,0,"Eno Benjamin",ARI,RB,4500.00,80298,-162,137,25.75,22.75,CLE,,,85762
1849778,0,"Brycen Hopkins",LAR,TE,4000.00,80291,303,-387,20.25,28.25,NYG,,,63697
1849781,0,"Trishton Jackson",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,72493
1849783,0,"Van Jefferson",LAR,WR,5400.00,80291,303,-387,20.25,28.25,NYG,7B,WR,64581
1849788,0,"J.J. Koski",LAR,WR,4500.00,80291,303,-387,20.25,28.25,NYG,,,130309
1849789,0,"Bryce Perkins",LAR,QB,6000.00,80291,303,-387,20.25,28.25,NYG,,,60787
1849790,0,"Cam Akers",LAR,RB,4500.00,80291,303,-387,20.25,28.25,NYG,,,89230
1849791,0,"Xavier Jones",LAR,RB,4500.00,80291,303,-387,20.25,28.25,NYG,,,63201
1849808,0,"Salvon Ahmed",MIA,RB,6500.00,80285,109,-128,22.75,24.25,JAC,3B,RB,86780
1849812,0,"Chris Finke",KCC,WR,4500.00,80287,243,-301,23.75,30.25,WAS,,,64828
1849838,0,"Freddie Swain",SEA,WR,5200.00,80297,-223,185,23.75,18.75,PIT,7B,WR,69303
1849840,0,"Anthony Gordon",KCC,QB,6000.00,80287,243,-301,23.75,30.25,WAS,,,71798
1849841,0,"Tyler Mabry",SEA,TE,4000.00,80297,-223,185,23.75,18.75,PIT,13B,TE,63839
1849842,0,"Dominick Wood-Anderson",SEA,TE,4000.00,80297,-223,185,23.75,18.75,PIT,,,87422
1849843,0,"DeeJay Dallas",SEA,RB,4900.00,80297,-223,185,23.75,18.75,PIT,3B,RB,94087
1849844,0,"Stephen Sullivan",CAR,WR,4500.00,80289,117,-139,21.25,23.75,MIN,,,69655
1849846,0,"Colby Parkinson",SEA,TE,4100.00,80297,-223,185,23.75,18.75,PIT,12B,TE,89588
2184520,0,"Tyler Huntley",BAL,QB,6100.00,80293,-147,124,26.75,23.75,LAC,,,70051
2184715,0,"Jake Bargas",MIN,TE,4000.00,80289,117,-139,21.25,23.75,CAR,,,60984
2184716,0,"Dan Chisena",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,9B,WR,64405
2184799,0,"Paul Quessenberry",HOU,TE,4000.00,80290,-461,355,26.75,16.75,IND,,,46644
2184800,0,"Andre Baccellia",ARI,WR,4500.00,80298,-162,137,25.75,22.75,CLE,,,60838
2184893,0,"Dominique Dafney",GBP,TE,4000.00,80296,191,-236,19.25,25.25,CHI,,,86178
2184924,0,"Nathan Cottrell",JAC,RB,4500.00,80285,109,-128,22.75,24.25,MIA,,,63025
2184953,0,"Nick Westbrook-Ikhine",TEN,WR,5200.00,80295,199,-243,23.75,29.25,BUF,7B,WR,64389
2185008,0,"Tavien Feaster",ARI,RB,4500.00,80298,-162,137,25.75,22.75,CLE,,,70019
2185009,0,"Sandro Platzgummer",NYG,RB,4500.00,80291,303,-387,20.25,28.25,LAR,,,130336
2185208,0,"Cody White",PIT,WR,4500.00,80297,-223,185,23.75,18.75,SEA,10B,WR,92890
2185236,0,"Kalija Lipscomb",TEN,WR,4500.00,80295,199,-243,23.75,29.25,BUF,,,71280
2185237,0,"Maurice Ffrench",LAC,WR,4500.00,80293,-147,124,26.75,23.75,BAL,,,71477
2185264,0,"Nick Bowers",LVR,TE,4000.00,80288,-199,167,24,20,DEN,13B,TE,64408
2185291,0,"Darius Bradwell",LAC,QB,6000.00,80293,-147,124,26.75,23.75,BAL,,,69769
2185292,0,"Jeff Cotton",JAC,WR,5000.00,80285,109,-128,22.75,24.25,MIA,,,130343
2185293,0,"Gabe Nabers",LAC,RB,4500.00,80293,-147,124,26.75,23.75,BAL,,,72382
2185294,0,"Dalton Schoen",WAS,WR,4500.00,80287,243,-301,23.75,30.25,KCC,,,63554
2185400,0,"Aaron Fuller",SEA,WR,4500.00,80297,-223,185,23.75,18.75,PIT,,,71756
2205639,0,"Dominik Eberle",CAR,K,5000.00,80289,117,-139,21.25,23.75,MIN,,,65493
2216284,0,"Jamal Agnew",JAC,WR,6500.00,80285,109,-128,22.75,24.25,MIA,7B,WR,79979
2291848,0,"Pete Guerriero",PIT,RB,4500.00,80297,-223,185,23.75,18.75,SEA,,,139438
2451492,0,"Connor Davis",CLE,TE,4000.00,80298,-162,137,25.75,22.75,ARI,,,138552
2595531,0,"Chris Blair",GBP,WR,4500.00,80296,191,-236,19.25,25.25,CHI,,,147168
2612547,0,"Hunter Thedford",DET,TE,4000.00,80286,159,-190,21.5,25,CIN,,,63189
2783361,0,"Darius Clark",CAR,RB,4500.00,80289,117,-139,21.25,23.75,MIN,,,147899
2801804,0,"Kai Locksley",MIA,WR,4500.00,80285,109,-128,22.75,24.25,JAC,,,64718
2814574,0,"Mathew Sexton",PIT,WR,4500.00,80297,-223,185,23.75,18.75,SEA,,,69056
2815052,0,"Micah Simon",CAR,WR,4500.00,80289,117,-139,21.25,23.75,MIN,,,64973
2850104,0,"Sammis Reyes",WAS,TE,4000.00,80287,243,-301,23.75,30.25,KCC,13B,TE,59455
2850286,0,"Carson Williams",LVR,TE,4000.00,80288,-199,167,24,20,DEN,,,97672
2850332,0,"Darece Roberson",SEA,WR,4500.00,80297,-223,185,23.75,18.75,PIT,,,148546
2861518,0,"Tylan Wallace",BAL,WR,4500.00,80293,-147,124,26.75,23.75,LAC,11B,WR,87515
2861519,0,"Ben Mason",NEP,RB,4500.00,80292,156,-186,23.5,27,DAL,,,91431
2861520,0,"Tony Poljan",BAL,TE,4000.00,80293,-147,124,26.75,23.75,LAC,,,69069
2861521,0,"Rashod Bateman",BAL,WR,5000.00,80293,-147,124,26.75,23.75,LAC,8B,WR,85845
2861546,0,"Pooka Williams",CIN,RB,4500.00,80286,159,-190,21.5,25,DET,,,94993
2861547,0,"Pro Wells",CIN,TE,4000.00,80286,159,-190,21.5,25,DET,,,94609
2861548,0,"Evan McPherson",CIN,K,9000.00,80286,159,-190,21.5,25,DET,13B,K,86092
2861549,0,"Riley Lees",CIN,WR,4500.00,80286,159,-190,21.5,25,DET,,,71120
2861550,0,"Chris Evans",CIN,RB,4600.00,80286,159,-190,21.5,25,DET,3B,RB,73130
2861551,0,"Ja'Marr Chase",CIN,WR,7800.00,80286,159,-190,21.5,25,DET,5B,WR,85701
2861572,0,"Demetric Felton",CLE,RB/WR,4600.00,80298,-162,137,25.75,22.75,ARI,3B,RB,70282
2861573,0,"Anthony Schwartz",CLE,WR,4700.00,80298,-162,137,25.75,22.75,ARI,8B,WR,87662
2861601,0,"Pat Freiermuth",PIT,TE,4500.00,80297,-223,185,23.75,18.75,SEA,11B,TE,86244
2861602,0,"Najee Harris",PIT,RB,8500.00,80297,-223,185,23.75,18.75,SEA,2B,RB,90575
2861604,0,"Isaiah McKoy",PIT,WR,4500.00,80297,-223,185,23.75,18.75,SEA,,,95031
2861605,0,"Rico Bussey",PIT,WR,4500.00,80297,-223,185,23.75,18.75,SEA,,,71917
2861631,0,"Dazz Newsome",CHI,WR,4500.00,80296,191,-236,19.25,25.25,GBP,,,93577
2861632,0,"Khalil Herbert",CHI,RB,5500.00,80296,191,-236,19.25,25.25,GBP,2B,RB,72412
2861633,0,"CJ Marable",CHI,RB,4500.00,80296,191,-236,19.25,25.25,GBP,,,68835
2861634,0,"Scooter Harrington",CHI,TE,4000.00,80296,191,-236,19.25,25.25,GBP,,,71673
2861635,0,"Justin Fields",CHI,QB,6400.00,80296,191,-236,19.25,25.25,GBP,1B,QB,91591
2861659,0,"Amon-Ra St. Brown",DET,WR,5200.00,80286,159,-190,21.5,25,CIN,6B,WR,86997
2861661,0,"Javon McKinley",DET,WR,4500.00,80286,159,-190,21.5,25,CIN,,,73116
2861662,0,"Brock Wright",DET,TE,4000.00,80286,159,-190,21.5,25,CIN,,,91046
2861663,0,"Dedrick Mills",DET,RB,4500.00,80286,159,-190,21.5,25,CIN,,,69646
2861664,0,"Jonathan Adams",DET,WR,4500.00,80286,159,-190,21.5,25,CIN,,,89342
2861665,0,"Sage Surratt",DET,WR,4500.00,80286,159,-190,21.5,25,CIN,,,87617
2861666,0,"Jermar Jefferson",DET,RB,4500.00,80286,159,-190,21.5,25,CIN,,,93023
2861689,0,"Kylin Hill",GBP,RB,4700.00,80296,191,-236,19.25,25.25,CHI,4B,RB,91225
2861690,0,"Bailey Gaither",GBP,WR,4500.00,80296,191,-236,19.25,25.25,CHI,,,63919
2861691,0,"Amari Rodgers",GBP,WR,4600.00,80296,191,-236,19.25,25.25,CHI,9B,WR,89970
2861720,0,"Ihmir Smith-Marsette",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,86113
2861721,0,"Kene Nwangwu",MIN,RB,4500.00,80289,117,-139,21.25,23.75,CAR,,,73247
2861722,0,"Kellen Mond",MIN,QB,6000.00,80289,117,-139,21.25,23.75,CAR,,,94797
2861723,0,"Myron Mitchell",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,104041
2861724,0,"Whop Philyor",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,88830
2861726,0,"Blake Proehl",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,91504
2861727,0,"Zach Davidson",MIN,TE,4000.00,80289,117,-139,21.25,23.75,CAR,,,149708
2861749,0,"Tre Walker",BUF,WR,4500.00,80295,199,-243,23.75,29.25,TEN,,,90777
2861750,0,"Marquez Stevenson",BUF,WR,4500.00,80295,199,-243,23.75,29.25,TEN,,,71228
2861751,0,"Quintin Morris",BUF,TE,4000.00,80295,199,-243,23.75,29.25,TEN,,,90123
2861778,0,"Jaylen Waddle",MIA,WR,10500.00,80285,109,-128,22.75,24.25,JAC,5B,WR,90573
2861779,0,"Gerrid Doaks",MIA,RB,4500.00,80285,109,-128,22.75,24.25,JAC,,,68901
2861780,0,"Hunter Long",MIA,TE,5000.00,80285,109,-128,22.75,24.25,JAC,,,93075
2861781,0,"Carl Tucker",MIA,RB,4500.00,80285,109,-128,22.75,24.25,JAC,,,60978
2861809,0,"Mac Jones",NEP,QB,6500.00,80292,156,-186,23.5,27,DAL,1B,QB,90584
2861810,0,"Rhamondre Stevenson",NEP,RB,5100.00,80292,156,-186,23.5,27,DAL,4B,RB,111540
2861811,0,"Tre Nixon",NEP,WR,4500.00,80292,156,-186,23.5,27,DAL,,,73046
2861871,0,"Damon Hazelton",HOU,WR,4500.00,80290,-461,355,26.75,16.75,IND,,,72235
2861872,0,"Davis Mills",HOU,QB,6700.00,80290,-461,355,26.75,16.75,IND,1B,QB,89628
2861873,0,"Brevin Jordan",HOU,TE,4000.00,80290,-461,355,26.75,16.75,IND,,,94094
2861874,0,"Nico Collins",HOU,WR,4600.00,80290,-461,355,26.75,16.75,IND,9B,WR,91419
2861901,0,"Deon Jackson",IND,RB,4500.00,80290,-461,355,26.75,16.75,HOU,,,93134
2861902,0,"Sam Ehlinger",IND,QB,6000.00,80290,-461,355,26.75,16.75,HOU,,,92560
2861903,0,"Tarik Black",IND,WR,4500.00,80290,-461,355,26.75,16.75,HOU,,,91428
2861904,0,"Kylen Granson",IND,TE,4100.00,80290,-461,355,26.75,16.75,HOU,13B,TE,71143
2861905,0,"Tyler Vaughns",PIT,WR,4500.00,80297,-223,185,23.75,18.75,SEA,,,70662
2861906,0,"Mike Strachan",IND,WR,4700.00,80290,-461,355,26.75,16.75,HOU,10B,WR,149710
2861935,0,"Josh Imatorbhebhe",JAC,WR,4500.00,80285,109,-128,22.75,24.25,MIA,,,69215
2861936,0,"Luke Farrell",JAC,TE,5500.00,80285,109,-128,22.75,24.25,MIA,13B,TE,73176
2861937,0,"Travis Etienne",JAC,RB,4500.00,80285,109,-128,22.75,24.25,MIA,,,89956
2861938,0,"Jalen Camp",HOU,WR,4500.00,80290,-461,355,26.75,16.75,IND,,,70680
2861939,0,"Trevor Lawrence",JAC,QB,16000.00,80285,109,-128,22.75,24.25,MIA,1B,QB,89951
2861940,0,"Tim Jones",JAC,WR,4500.00,80285,109,-128,22.75,24.25,MIA,,,89437
2861972,0,"Tory Carter",TEN,RB,4500.00,80295,199,-243,23.75,29.25,BUF,,,85714
2861973,0,"Racey McMath",TEN,WR,4500.00,80295,199,-243,23.75,29.25,BUF,,,85731
2861975,0,"Miller Forristall",CLE,TE,4000.00,80298,-162,137,25.75,22.75,ARI,,,69516
2861977,0,"Dez Fitzpatrick",TEN,WR,4500.00,80295,199,-243,23.75,29.25,BUF,,,71723
2862004,0,"Brenden Knox",DAL,RB,4500.00,80292,156,-186,23.5,27,NEP,,,88213
2862005,0,"Nick Eubanks",PHI,TE,4000.00,80294,247,-305,22.75,29.75,TBB,,,73147
2862006,0,"Osirus Mitchell",DAL,WR,4500.00,80292,156,-186,23.5,27,NEP,,,71382
2862007,0,"Simi Fehoko",DAL,WR,4500.00,80292,156,-186,23.5,27,NEP,,,89613
2862008,0,"T.J. Vasher",DAL,WR,4500.00,80292,156,-186,23.5,27,NEP,,,72135
2862009,0,"JaQuan Hardy",DAL,RB,4500.00,80292,156,-186,23.5,27,NEP,,,149717
2862010,0,"Brennan Eagles",DAL,WR,4500.00,80292,156,-186,23.5,27,NEP,,,92552
2862011,0,"Artayvious Lynn",DAL,TE,4000.00,80292,156,-186,23.5,27,NEP,,,69898
2862012,0,"Nick Ralston",DAL,TE,4000.00,80292,156,-186,23.5,27,NEP,,,60788
2862013,0,"Brandon Smith",DAL,WR,4500.00,80292,156,-186,23.5,27,NEP,,,86125
2862035,0,"Gary Brightwell",NYG,RB,4900.00,80291,303,-387,20.25,28.25,LAR,4B,RB,88109
2862036,0,"Kadarius Toney",NYG,WR,6000.00,80291,303,-387,20.25,28.25,LAR,5B,WR,86052
2862067,0,"Jack Stoll",PHI,TE,4000.00,80294,247,-305,22.75,29.75,TBB,11B,TE,69451
2862069,0,"DeVonta Smith",PHI,WR,6100.00,80294,247,-305,22.75,29.75,TBB,5B,WR,90576
2862070,0,"Jhamon Ausbon",PHI,WR,4500.00,80294,247,-305,22.75,29.75,TBB,,,94850
2862071,0,"Trevon Grimes",PHI,WR,4500.00,80294,247,-305,22.75,29.75,TBB,,,86078
2862072,0,"Kenneth Gainwell",PHI,RB,5500.00,80294,247,-305,22.75,29.75,TBB,3B,RB,90912
2862095,0,"Dyami Brown",WAS,WR,4600.00,80287,243,-301,23.75,30.25,KCC,7B,WR,93538
2862096,0,"John Bates",WAS,TE,4000.00,80287,243,-301,23.75,30.25,KCC,12B,TE,72705
2862097,0,"Jaret Patterson",WAS,RB,4500.00,80287,243,-301,23.75,30.25,KCC,4B,RB,88699
2862098,0,"Dax Milne",WAS,WR,4500.00,80287,243,-301,23.75,30.25,KCC,9B,WR,90408
2862129,0,"Javian Hawkins",LAR,RB,4500.00,80291,303,-387,20.25,28.25,NYG,,,92932
2862160,0,"Spencer Brown",CAR,RB,4500.00,80289,117,-139,21.25,23.75,MIN,4B,RB,89785
2862161,0,"Shi Smith",CAR,WR,4500.00,80289,117,-139,21.25,23.75,MIN,,,91677
2862162,0,"Mason Stokke",CAR,RB,4500.00,80289,117,-139,21.25,23.75,MIN,,,71955
2862163,0,"Chuba Hubbard",CAR,RB,6900.00,80289,117,-139,21.25,23.75,MIN,2B,RB,87467
2862164,0,"Terrace Marshall",CAR,WR,4900.00,80289,117,-139,21.25,23.75,MIN,7B,WR,85672
2862165,0,"Tommy Tremble",CAR,TE,4800.00,80289,117,-139,21.25,23.75,MIN,11B,TE,91101
2862218,0,"Kyle Trask",TBB,QB,6000.00,80294,247,-305,22.75,29.75,PHI,,,69304
2862219,0,"T.J. Simmons",TBB,WR,4500.00,80294,247,-305,22.75,29.75,PHI,,,69518
2862221,0,"Jaelon Darden",TBB,WR,4500.00,80294,247,-305,22.75,29.75,PHI,,,92093
2862245,0,"Javonte Williams",DEN,RB,5600.00,80288,-199,167,24,20,LVR,3B,RB,93541
2862246,0,"Seth Williams",DEN,WR,4500.00,80288,-199,167,24,20,LVR,,,87657
2862274,0,"Cornell Powell",KCC,WR,4500.00,80287,243,-301,23.75,30.25,WAS,,,70023
2862275,0,"Noah Gray",KCC,TE,4000.00,80287,243,-301,23.75,30.25,WAS,14B,TE,93143
2862276,0,"Shane Buechele",KCC,QB,6000.00,80287,243,-301,23.75,30.25,WAS,,,69833
2862308,0,"DJ Turner",LVR,WR,4500.00,80288,-199,167,24,20,DEN,,,71662
2862309,0,"Garrett Groshek",LVR,RB,4500.00,80288,-199,167,24,20,DEN,,,71962
2862310,0,"Matt Bushman",LVR,TE,4000.00,80288,-199,167,24,20,DEN,,,90398
2862311,0,"Trey Ragas",LVR,RB,4500.00,80288,-199,167,24,20,DEN,,,72103
2862312,0,"Dillon Stoner",LVR,WR,4500.00,80288,-199,167,24,20,DEN,,,71519
2862337,0,"Larry Rountree III",LAC,RB,5000.00,80293,-147,124,26.75,23.75,BAL,,,94936
2862338,0,"Tre' McKitty",LAC,TE,4000.00,80293,-147,124,26.75,23.75,BAL,,,89283
2862340,0,"Josh Palmer",LAC,WR,4700.00,80293,-147,124,26.75,23.75,BAL,8B,WR,87418
2862341,0,"Eli Stove",LAC,WR,4500.00,80293,-147,124,26.75,23.75,BAL,,,70645
2862342,0,"Hunter Kampmoyer",LAC,TE,4000.00,80293,-147,124,26.75,23.75,BAL,,,69173
2862365,0,"Bruno Labelle",ARI,TE,4000.00,80298,-162,137,25.75,22.75,CLE,,,68895
2862366,0,"Rondale Moore",ARI,WR,5700.00,80298,-162,137,25.75,22.75,CLE,8B,WR,93408
2862367,0,"Cary Angeline",PHI,TE,4000.00,80294,247,-305,22.75,29.75,TBB,,,70658
2862398,0,"Ben Skowronek",LAR,WR,4500.00,80291,303,-387,20.25,28.25,NYG,9B,WR,71105
2862399,0,"Tutu Atwell",LAR,WR,4600.00,80291,303,-387,20.25,28.25,NYG,,,92976
2862400,0,"Jeremiah Haydel",LAR,WR,4500.00,80291,303,-387,20.25,28.25,NYG,,,91305
2862401,0,"Jake Funk",LAR,RB,4700.00,80291,303,-387,20.25,28.25,NYG,4B,RB,70133
2862402,0,"Jacob Harris",LAR,TE,4000.00,80291,303,-387,20.25,28.25,NYG,12B,TE,65607
2862403,0,"Landen Akers",LAR,WR,4500.00,80291,303,-387,20.25,28.25,NYG,,,69343
2862461,0,"D'Wayne Eskridge",SEA,WR,4700.00,80297,-223,185,23.75,18.75,PIT,,,72182
2862462,0,"Cade Johnson",SEA,WR,4500.00,80297,-223,185,23.75,18.75,PIT,,,150090
2862463,0,"Tamorrion Terry",SEA,WR,4500.00,80297,-223,185,23.75,18.75,PIT,,,89287
2873510,0,"Tre Harbison",CLE,RB,4500.00,80298,-162,137,25.75,22.75,ARI,,,69577
2873657,0,"Shane Zylstra",DET,TE,4000.00,80286,159,-190,21.5,25,CIN,12B,TE,149832
2873715,0,"Jibri Blount",MIA,TE,4000.00,80285,109,-128,22.75,24.25,JAC,,,66857
2873747,0,"Quinn Nordin",NEP,K,5000.00,80292,156,-186,23.5,27,DAL,,,73081
2874178,0,"Devontres Dukes",DEN,WR,4500.00,80288,-199,167,24,20,LVR,,,73406
2874179,0,"Shaun Beyer",DEN,TE,4000.00,80288,-199,167,24,20,LVR,,,71697
2874180,0,"Branden Mack",DEN,WR,4500.00,80288,-199,167,24,20,LVR,,,72552
2874181,0,"Warren Jackson",MIN,WR,4500.00,80289,117,-139,21.25,23.75,CAR,,,91783
2874299,0,"Bernhard Seikovits",ARI,TE,4000.00,80298,-162,137,25.75,22.75,CLE,,,149727
2874388,0,"Nick Guggemos",WAS,TE,4000.00,80287,243,-301,23.75,30.25,KCC,,,149827
2885157,0,"Donte Sylencieux",BAL,WR,4500.00,80293,-147,124,26.75,23.75,LAC,,,149743
2885185,0,"Cheyenne O'Grady",CIN,TE,4000.00,80286,159,-190,21.5,25,DET,,,64088
2885276,0,"Khalil McClain",MIA,WR,4500.00,80285,109,-128,22.75,24.25,JAC,,,104429
2886099,0,"Josh Johnson",SEA,RB,4500.00,80297,-223,185,23.75,18.75,PIT,,,96798
2897254,0,"Kenji Bahar",BAL,QB,6000.00,80293,-147,124,26.75,23.75,LAC,,,149889
2897255,0,"Nate McCrary",BAL,RB,4500.00,80293,-147,124,26.75,23.75,LAC,,,149742
2897405,0,"Jake Hausmann",NYG,TE,4000.00,80291,303,-387,20.25,28.25,LAR,,,73172
2922072,0,"C.J. Saunders",CAR,WR,4500.00,80289,117,-139,21.25,23.75,MIN,,,68686
2934590,0,"Travis Toivonen",SEA,WR,4500.00,80297,-223,185,23.75,18.75,PIT,,,96714
2946513,0,"Matt Seybert",LAC,TE,4000.00,80293,-147,124,26.75,23.75,BAL,,,63841
2946514,0,"Michael Bandy",LAC,WR,4500.00,80293,-147,124,26.75,23.75,BAL,,,154661
2958583,0,"Otis Anderson",LAR,RB,4500.00,80291,303,-387,20.25,28.25,NYG,,,94567
2986373,0,"Mekhi Sargent",TEN,RB,4600.00,80295,199,-243,23.75,29.25,BUF,,,86173
3010085,0,"Kalif Jackson",MIA,TE,4000.00,80285,109,-128,22.75,24.25,JAC,,,60699
3010086,0,"Sal Cannella",MIA,TE,4000.00,80285,109,-128,22.75,24.25,JAC,,,87690
3017096,0,"Corey Taylor",CLE,RB,4500.00,80298,-162,137,25.75,22.75,ARI,,,71920
3017219,0,"Daniel Crawford",GBP,TE,4000.00,80296,191,-236,19.25,25.25,CHI,,,65318
3023834,0,"Siaosi Mariner",BAL,WR,4500.00,80293,-147,124,26.75,23.75,LAC,,,65798
3024236,0,"Graham Adomitis",IND,TE,4000.00,80290,-461,355,26.75,16.75,HOU,,,158851
3024711,0,"Aleva Hifo",ARI,WR,4500.00,80298,-162,137,25.75,22.75,CLE,,,72981

